username,text,likes
cristianetavares35,Eu moro em frente do cemitério onde ela foi enterrada e quando vou la onde ela esta enterrada choro 😭 onde ela esta enterrada e o mais infeitado do cimiteiro de tantas rosas e outras coisas que colocam la,
erickinha_dias,😢,
forte.bate,Eu lembro sim,
lucilda_chaves_gracioli,😢,
biaa.costa1,💔,
carine_goncalvessoares,❤️❤️😭💔😭,
cn.chay,❤️🥹,
itagibadeoliveiraramos,💔😭,
polianagomes553,😭😭😭,
nannyguimma,😪😪😪😪😪😪😪🇧🇷,
terezapedra,😭😢💔,
magnacoutoseguross,😢💔💔💔,
elainecristinamendessr,Meu Deus como doeu ver esse vídeo 🥹 ❤️,
laryssarsilva_,💔,
leandra_amelia,Nossa que triste 😞,
leandra_amelia,❤️😢,
sldarley,😢,
joci_pmto,💔😇,
tatyanabrasil,Ahhh....❤️...,
realves111,Meu filho 😭💔🖤,
sandracarvalho.me,😢😢😢😢😢😢😢😢😢.,
romualdoabbadedacruz,Lindas,
leilamariacabral10,😢😢😢😢😭,
crismylifeprime,😭,
rose_matiazzi,😭😭😭😭😭😭,
andreamarilinda,🥹💔😭😭😭😭😭😭😭,
dora.rodrigues.1441,Vcs são lindas verdadeiro amor incondicional ❤️🙌,
ad.riano30,❤️❤️,
monicamartinatti,💔😢🥺,
giselli_freire,Esse pai e a madrasta tinha q morrer dá um infarto igual o Guilherme de Pádua deu o assassino de Daniela Perez,
soraiamunizzz,💔😢,
dani_bricia,😭😭🥺,
andradeluzzz,😢😢😢💔💔💔,
ciceramaria.dasilvasouza.5,❤️❤️🙌😢,
aelianareisde,😢😢😢,
josy_povoas,😢❤️,
mercia_cristina.s,💔,
gracinhaanasofia,Dor que não se mede 💔,
gracinhaanasofia,"😢dói na alma e sangra o coração, como se fosse hj que tudo aconteceu😭",
andreiaribeiro06,😢😢😢😢💔💔💔,
lucilene.pires.982,❤️❤️😢😢,
santosaviladebora,😭,
elickerelizabeth,"Eu acompanhei o caso inteiro...a época a repórter era a Camila busnello , hoje apresentadora...a Isabella ficou para sempre na minha lembrança... hj eu sou avô...como eu protejo as minhas netas... sempre protegi e protegerei os meus filhos... As crianças são o verdadeiro amor❤️",
danilodearaujojordao,💔🥺,
cordeiroromina,😍😭,
crisllana24,😍😍,
elanusasilva,Hj ela andaria mãos dadas mamãe parecendo duas irmãs são idênticas 💔😭 lembro como se fosse hj jogada chão 😭😭 credo,
luciana1181silva,😭😭😭😭😭😭,
juferreira60_,Que saudade lindas demais,
isabel.martins1404,🥺💔,
selmatjsilva,Meu Deus meu coração dói qndo lembro o que aqueles 2 monstros fizeram com ela😭😭😭,
tatiana5393,❤️❤️❤️❤️,
leilianagomespaixao,"Eu tbm sei bem o que ter saudade de abraçar meu filho, que dor sentimos",
mariettelantinmolao,"Como conheço essa dor 😢perdi minha filha tem um ano mas o que o que tá me ajudando é a promessa de Deus em Atos 24:15 e João 5:28,29 que em breve ela vai estar aqui comigo vamos nos abraçar e beijar e dizer Deus prometeu trazer vc e compriu Isaías 55:11 e apocalipes 21:4 vamos confiar nesse Deus maravilhoso que elas só estão tirando um cochilo logo vão acordar força kuerida",
mariangela_rita,😢,
isabbelladuartee,❤️❤️❤️,
laisrodrigues2653,Acompanhei toda investigação pela TV e redes sociais. Quanta monstruosidade do pai com essa princesa!!!😭😭 E ainda assim foi beneficiado com as saidinhas do final de ano. Deveria apodrecer na cadeia.,
bento_ferreira_santos,❤️,
ligia.criis,😭,
daniisaac03,❤️,
suellenmarinho27,"Só uma mãe que perde um filho pode dizer a dor, o buraco que fica pra sempre. 😭💔🥺",
fabi.oliv77,"Eu sei bem dessa dor, 😭😭😭😭",
martadvogada,😭💔,
taniacristinados.santosamorim,💔,
faphabellas2,❤️❤️❤️,
nelsonbenedit,🙏,
kcdascalixto0930,😢💔,
giemigambarim,"Saudades doída 💔, mas Deus está com ela pode ter certeza. Mãe é mãe em todas as circunstâncias, sinto muito.🌹",
lucianamribeiro1,❤️❤️💔😭😭😭,
ieda_farias,😢😭💔,
adriellehunskaar,😍 está nas mãos de Deus 🙏🙌🙏 Em breve chegará o encontro para a eternidade 🙏♾️🙏 no paraíso,
mariaveronica.vasconcelos,😭,
jaq4265,"Esse amor nunca vai morrer, peço a Deus q olhe muito a CAROL, pq essa dor é incalculável.... Aqui no BRASIL deveria ter prisão perpétua pra esse tipo de crime.... Espero q eles nu cá encontrem paz nessa vida",
gyslene22,😢,
dubovickii,Muito linda ❤️❤️,
omariaassuncaoz,Minha Filhinha tbem chama Isabella ❤️ Não consigo imaginar o tamanho da sua Dor! 🥺😭,
cynthiarodriguesmartins,😭😭😭,
neide_martiinss,Como puderam fazer isso 😢,
estelacrivari,Meu Deus do céu que triste ver esse vídeo 😭😭😭,
marciaspila,😭😭💔,
sueliferreira7412,😢😢😢😢😢,
borgesdebora2707,😢😢😢,
cintiareginapereira,🥺🥺,
taisalexandra21,😭💔❤️,
adriana_andrei23,😢❤️💔,
vanessajuridico,A triste realidade da impunidade no Brasil. Impossível não lembrar ki esse anjinho nos cuide d onde estiver 😢,
rosevaneo,😢,
fazanaro_advogados,Q mistura de emoções 💔😭,
keleisilva,🥰🥰❤️❤️,
alexsandra.fantoni,😢💔,
sol_rocca,😭,
jeizadantas,Um casu que chocou o mundo 😢😢,
geovannakauarck,"Impossível ver isso e não sentir a necessidade quase desesperada de abraçar o próprio filho imediatamente, de sentir que ele está bem e que nenhum mal vai acontecer a ele. Eu sinto isso. E lamento profundamente, desde 2008, o que aconteceu a essa menina. Tão linda, meiga, tão jovem! Mas tenho convicção absoluta de que ela está bem, e que no último dia se levantará!!",
brunaglacy,😢😢,
rafael.casttroo,"Isabela é um pouco filha de todas as mãe que acompanham dói muito todas as vês que mi ver a fotinha dela e vídeo , minha filha é do tamanho dela💔",
leticia_medeiros30__,Verdade a sensação de nós que te acompanha é a mesma💔,
josouzasoler__,Que abraço mais gostoso..lindas❤️,
mariah.o1,😢😢😢,
carolineslvv,😭❤️,
laisurbinati,😭😭😭😭😭💔💔💔🙌❤️❤️,
denisebarbosadomingues,😭💔,
elianesilva6273,😢,
katyanybelmont,😢😢😢❤️❤️,
lucimarapo,😭😭😭😭😭,
paula_almeid43,O anjinho do Brasil 🥺,
paaahsa,Lindo deus conforte seu coração,
alci_almeida1,É como teve um comentário aí em cima a Isabela é sim um pouco filha de todos que acompanharam essa tragédia mais saiba Ana Carolina que ela está nos braços do senhor Jesus,
dailson7019,😢😢😢😢😢😢,
djanealbuquerque15,😭😭😭💔,
lucyanarodrigues30,💔💔💔,
roselimeneguin,💔😢,
daniino,Que aperto no coração que me dá quando vejo esse anjinho 😢😢😢,
arlete8558,😢❤️❤️,
leitejessicab,💔,
fefe.silva31,"Sou mãe,meu Deus não imagino como seja perder um filhon😭Nossa 💔",
ivoneide_matos,💔💔💔💔💔💔💔💔💔💔,
kethllynalexia,😢😍,
raquelsaalles,Eu fico emocionada toda vez que vejo esses vídeos de Isabela. Foi algo que me marcou muito 🥺😭❤️,
monteiroaless,Um anjinho 😍,
jaquecassianafreitas,😭😭😭😭😭😭💔,
josyy_29,🥺🥹,
josyy_29,Linda Isabela 💔parte nossos corações. Eterna Isabela.,
duarte_dannycampos,Isabela está em nossos corações sempre ❤️,
nelcifraga,😢😢😢😢,
ana_desantanasantos,😭,
iseudaaraujo,🥺,
manoelvarelados,😢,
rosa.almeida32,😭 marcou minha vida esse crime,
drik.lel,❤️😭,
mary.manzini,Um abraço fraterno ! 😢❤️🙌,
idacalves,😢😢😢❤️,
bethaniamello,😢,
lisi_kaz,Aí meu 💔😭,
evelynebaglianoadvg,😢,
jhulilins,Receba também...meu abraço curativo!,
daiane_pda,😢😢,
ineszaparotti,Eu até hj não me conformo de como um pai tira a vida de uma filha tão inocente. Pior de tudo é ele não sentir arrependimento 🥺,
danyella_ggoncalves,😢😢,
marilete_lima,Um dia vc vai ter esse abraço de volta,
carinesantos8913,Que lindas 😭😭,
sandrasrg33,"DOIS MONSTROS QUE AGORA AGUARDAM A JUSTIÇA DE DEUS QUE NÃO FALHA POR TER TIRADO A VIDA DE UMA INOCENTE ERA TÃO AMADA PELA MÃE POR TODA FAMÍLIA DA MÃE NÃO PRECISAVA DELES BASTAVA ELES FALAR QUE NÃO QUERIAM A PRESENÇA DESSA CRIANÇA NA CASA DELES ,A JUSTIÇA DA TERRA FALHA MAIS A DE DEUS NÃO FALHA ELES QUE AGUARDEM",
esterr.amaroo,Sinto falta desse abraço a 25 anos de meu filho e sei o quanto dói 💔💔,
silvalenidasilva,Como dói 😢😢,
luziaoliveiramozer,Izabela e um pouco filha de tudos nós que te.acompanha você,
jaqueli6126,😢🙌,
moraesrenatasouzade,😢😢💔,
pauloadrianomarquesadriano,Que abraço gostoso 😢,
_avorez_,💔,
juremamaciel2015,🇧🇷👍💛😢😢🙏,
leticialira_nobre,😢,
eumarciosilva9gmail,Deus abençoe você minha maravilhosa Isabela esta com Deus tenho certeza 🙌❤️,
keilamecenas,Meu Deus… 😢,
francisca.das.chagas__,😢,
videlfc,😢,
thay13298989,Essa menina era linda 💔❤️,
andersoncostacf,Tenho uma filha da msm idade q Izabella teria hj . Tds as mães choraram com a mãe dela.,
carlene.morais.75,😢😢😢❤️❤️❤️,
fernandaruich,😢😢😢💔,
lucienegomes992,😢😢😢,
lima__camila,😢❤️,
ronaldo.antonio.3572,Prisão perpétua nos assassinos.,
tamyllessuzartt,😢😢😢😢💔💔💔💔,
ronaldo.antonio.3572,😭💔,
cardoso_mariaeliana,💔Que abraço gostoso!❤️,
lucineia.araujo.77,Sinto meu coração doer ainda hj😢,
barbarasantos253,Ela tinha um sorriso lindo igual ao teu 💗,
monalisa_maria4,💔😭,
_cidinha.nascimento,😢,
silvia.limafreire,A saúdades doi D+ ❤️,
magali_pereira_boutique,😭😭,
anunciatoyara,😭😭😭😭😭😭,
daianemartinscroche,Eterna Isabela como se fosse da minha família mesmo sem ter te conhecido lamentável mesmo😢😢😢! Saudades eternas !,
vanusaalves943,😭😭😭😭😭😭😭,
alvesligiaalves,😭😢,
zianakuhl,😢❤️❤️ tenho uma sobrinha Isabella (meu xodó ❤️) e sempre lembro de vcs 🙏🏻❤️,
cavalcante1752,🥺🥺🥺🥺🥺,
bano_sc,Ai gente 💔💔,
erika_robertaaa,Eu não sei mesmo até hoje o que dizer... Mas muita força e fé pra você e sua família. Um dia vocês vão se reencontrar.,
mi_zizzari,💔,
sergiogsf26,Dói muito acabei de perder um filho e sei como e a dor,
krisaraujjoo,😢😢😢😢😢😢,
marinalva.francisca.1690,😢😢😢😭😭💔💔💔,
ma_minuto,😢😢😢😢❤️❤️❤️❤️,
bilhalvateresa,🥺💔,
neide_santiago0,Nossa meu coração apertou agora 😭,
vivifernandes2.0,😢,
andreia_moran_maquiadora,😢,
daniellegvieira,Pq àqueles desumanos fizeram com vcs 😭😭😭😭😭😭😭😭,
valeria.alves.9235,💔🙌😭,
rosemessias15,Dói a alma 💔😭,
crisvilanova03,🥺🥺,
brena_sz,❤️😢,
patriciaferrante2023,🥹,
monique_lanapereira,Saudades princesinha😭,
larissaeller15,😭💔,
brenaleticia66,❤️,
claudetecorreadasilveira,😢😢😢😢,
marieinnn,❤️❤️❤️❤️,
ritaborbacarvalho,😭💔,
apaixonada_por_exercicios,😢💔,
val.lopes24,🙏🏻💔😢,
trainrosemeri,Essa imagem me corta o coração 💔😭,
luanasmel,😢🥺,
souza.nilsson1985,"Toda vez que vejo uma postagem sua com a sua filha, dar um aperto no coração, uma tristeza... 😭😭",
joisacellen,😢😢😢😢😢😢,
lucassantanaok,🥹💗,
lucienesol5,😢😢😢😢nunca consegui esquecer desse caso foi muito triste .,
ludornelasmaia,Dói até hoje imaginar essa dor da saudade de não ter ela e sentimento de não ter conseguido fazer proteger do assassinos e vê-los soltos mesmo que dizem ter cumprido a pena mas penso eu comigo como mãe nenhuma morte que foi Tirado a vida bruscamente merecia estar solto mas sim prisão perpétua pois se essas pessoas que foram ceifadas as vidas delas tb não poderia ter o direito de ter uma vida ou construir uma família.,
andreapecanha64,😭💔,
deia_linslambertini,Isabela é neta de todos quando vejo um vídeo dela eu choro muito esse rostinho lindo mexe comigo,
espacolubes,❤️😢🥰,
joanadarcliduario,😭😭😭,
wanderly.carvalho,Ela sofreu muito e outras crianças também quem vem sofrendo na unha dos homens meu Deus misericórdia,
joanadarcliduario,Saudades eterna dessa princesa linda 😢😢❤️,
joanadarcliduario,Meu Deus 💔💔💔💔,
marcia_alburqueque,❤️❤️🙌,
suelycarvalho54,😢🙌💔❤️,
adrianims,❤️😢 Deus te fortaleça sempre e sempre.,
designmonpetitstudiode,"Meu Deus que dor senhor que dor, nenhuma mãe merece passar por isso",
man0elaa,Nossa eu senti em mim😭,
rafaelandm,❤️❤️,
lluciana_mcarvalho,"Eu sinto saudade de todos os abraços que eu dei no meu filho, e sinto mais saudade ainda de todos que eu não posso dar.",
ruanycristtiny,"Meu Deus como é triste a história dessa pequena, mexeu demais com todos nós 😞💔 parece que era tão carinhosa, amorosa 😍",
sandracristinafr,🙏❤,
silvadri1510,😢🙌,
fatimamayone,Uma dor que sentimos junto a vc. Mãe é assim né 😢,
n.reisnessa,"Sim, ontem eu estava cantando um canto de louvor , com muita fé, quase chorando e minha filha percebeu, veio correndo me abraçar, ela só 5 anos , mas percebeu algo em mim",
gabbiribeiro,🥺🥺,
mariacida2020sj,"Sinta nosso abraço tbm.
❤️",
jehraphaele,😭💔,
shannarachelbenvenuti,💔💔💔💔💔😭😭😭,
aurelice.oliveira.silva,🥺🤍,
elisangelasilvarod,😢💔,
nathancaio17,😢,
adeilmafernandes,Saudades sem fim 😭😭,
euballian,💔😭,
genildapereira68,💔💔😢,
hildenecabral,Emocionante 💔😢,
terezanunes655,🥺,
lorrainepharma,💔,
marquessadryelly_,😭💔,
julia.cunhamattos,"Aff esse caso, mexe c meu emocional... Lindas ❤️❤️",
carolina_mscaldas,Dói no coração,
rossanaademildo,😭😭😭😭😭😭,
majoroliveiralima,"💔😭 O mais dolorido foi ouvir a minha filha perguntar! ""Mãe, porque o pai matou a filha dele""😭 fiquei sem conseguir explicar...",
rose.marassatto,😭,
walquiria.machado.92,Como dói a saudade de vc bela ❤️❤️💔💔😭😭😭,
alciatiluciene,Lindas! 💔😭,
rose.marassatto,😢❤️,
luiza.xn,😭,
diegoalves_t,💔💔💔💔,
valeria.krauss.1,😢,
ana.paula3454,❤️,
klaudya.rajanouski,😭😭😭😭,
klaudya.rajanouski,"Toda vez que vejo, meu coração dói 💔😭",
angelaclemenciomaria,Que dor meu Deus ❤️!,
narapiresribeiro,😍😍😍😍😍,
vanessasansil,😔😔😔😔,
acoliveira20,Esse vídeo doeu minha alma 😭,
karoline.gds,😢nossa saudades sem fim meu Deus não me imagino sem meus filhos 😭,
gabriela_len,😭😭😭😭 não aguento ver esses vídeos dela😭,
fran.alves.589100,Chorei demais na época 😔,
ivanete5rezende,Gostaria de saber porque mães deixa suas filhas ficar com marido que tem madrasta.Eu não deixaria,
ivanete5rezende,💔😭😢,
lu501815,❤️❤️❤️,
niliaroriz,"Nossa princesa Isabella, eternas lembranças , Isabella faz parte de todas as famílias 😢",
laurafrotaaguiar,😢,
irenemisael,😢😢😢😢😢,
silva______017,Este momento é um dos mais lindo ❤️❤️❤️,
kettlinx,Até hoje não me conformo com tanta maldade,
elzasaants,Doi o coração né ?,
liliandos3,"Meus pais 😢😢, eles tinham um abraço maravilhoso e cheiroso🥹🥹",
cavalheirotelma,😢😢❤️❤️,
ediceiabrodrigues,Chorei vendo esse abraço 😭,
dinajaranunes,Como pai consegue viver depois de ter ajudado a tirar a vida da sua filha,
daniele_machado_de_lima,Sua eterna princesinha.❤️,
daniele_machado_de_lima,😭💔🙏,
natalysanttanna,🥺🥺🥺,
gracaamoremil,A Isabella é muito fofinha 🥹❤️,
dhiutenorio,😢😢😢😢😢😢😢😢😢,
itz_nicollyxz,"Realmente klarisa, vc falou a verdade, que acompanhou e acompanha, sofre junto com vc Carolina. Dói muito, uma dor sem explicar que não passa..💔",
renataccunhao,🥺,
lucia1268lira,Meus pais 😭,
sidneypsilva05,"Aí como dói e da um aperto no meu coração mesmo sem conhecer, o retorno vem p quem faz o mal 💔",
willians_sheila,O grande trauma da minha adolescência😢 Isa❤️😭,
nelmell,😢😢,
kakaoliveiracantora,Ainda dói aqui 💔😭🥺,
marcilenecout,Imagino minha amiga Carol 🙏🙏🙏🙏🙏🙏,
rosanecomunicadora,Meus sentimentos. ❤️,
m_kpeguemonte,❤️❤️❤️,
ideritadecassia,😢😢😢😢,
christinekellynha,🥺🥺,
maria.vieira70,"Abraço mais maravilhoso que uma mãe pode sentir, sem dúvidas,são dos nossos filhos (as),como mãe, dói na alma,o que vc passou e passa! Mas Deus é nosso combustível diário para suportar todas as dificuldades que enfrentamos ou temos que enfrentar no nosso dia a dia🙌🏻",
larissaf.ferreira,Muito triste 😭 parece minha filha tbm 😢,
cidasantana67,🥺🥺🥺🥺,
fogaca8090,😭😭😭 sem palavras!!!!,
adriana_batistaaaa,😢😢😢😢,
rosan_gela1505,🥹🥹🥹,
andrearodrigues9217,😢,
caroliinesoarees,💔🤍,
cellina_cavalcante,"Ainda dói em mim a cada postagem... uma dor que eu como avó nem consigo imaginar... eles são MONSTROS e deveriam estar longe de qualquer pessoa... são um perigo para os filhos deles, dos outros e todos nós..",
leia_lucasdias,🥺🙏,
erikinha_rsantos,O coração doi,
marcias2vinicius,💔🥺,
andrea.monteiro_,É só uma pausa! Logo estarão juntas de novo! Não tem como não se emocionar e sofrer junto!🥺😢,
patricia_rodrigues.03,💔,
ericamautran,😢😢😢,
sylviabrandaos,"Eu sempre me lembro dela, foi no dia do meu aniversário 😔",
giselefapfotografia,😢😢,
nobredossantosporto,😭💔,
eusuhamaralll,Que dor meu Deus 😭,
eri_4709,A gente sente tanto😢😢,
pattymagalhaes_,💔💔💔💔,
ingrid_kreutzfeld,😭💔,
neide.santana7,🥺🥺🥺❤️,
nelialuciaqueirozmagalhaes,😢😢😢,
conceicao.azevedo.96343,"Não tenho palavras, mas como muitas disseram, sentimos falta da Isabella sem conhecer! Te admiro muito pela força e sua fé 💔❤️",
rmarleide40,Se tornou nossa filha sempre mesmo sem conhecer sentimos falta como se tivesse visto saudades sem fim muita saudades amamos até o céu Carol um dia ainda irei te encontrar p te abraçar algu que sempre quiz mas Deus vai dar oportunidade ainda minha amiga amo sua vida conte comigo,
adrianapngr,❤️❤️❤️❤️❤️😢😢😢😢😢,
_coutn,😢😢😢😢,
lourdesalmeida2022gmail,💔😭😭😭,
lourdesalmeida2022gmail,😭😢,
musa.silva,😭😭😭😭😭😭😭😭😭😭😭😭,
deisiane_jc,😢🥺,
edv.aniacampos,😢,
maria872alves,😢,
maiannegabriele,😢,
franciscamagalhaes42,😢❤️,
gislanetrindade_,😢😍😢😍😢😍😢,
sebastiana________,Um dia vocês darão esse abraço na eternidade ; o reencontro que muitos esperam ter com aqueles que amam 😢❤️,
iracemavieirasilvavieira,Isabela sempre será lembrada❤️,
laudissouza,😢😢😢,
tataveras_,Força mãezinha,
meireenesouza,Ela estará sempre com você pode ter certeza ❤️🙌,
adriana.costaaaa,😢😢,
jeniferalbuquerque6903,"Acompanhei a sua luta com o desencarne da Isabela ,pedi a Deus que te visitasse para te dar força e te acompanho ,votei em você nas últimas eleições ,só não imaginava ter conhece de tão pertinho ,@anacarolinaoliveira_oficial poder te abraçar você é incrível um ser humano iluminado ❤️",
grandeorienterepresentacoes,😢😢😢😢,
_eaii_alice,❤️❤️,
gisleneflores,😢❤️,
luanacerqueira_36,😢,
organizadorafatima,Sem comentários 😢,
santiagodanielanavarro,Eu tive o privilégio de abraça lá e sei bem com era bom... como ela era carinhosa.. saudades dela. ❤️,
marilene.nunes06,😢😢😢,
mariacarvalhojosefa,Como.doi meu coração 😢,
analaurabenedan,❤️,
daia_b_martins,Meu Deus é muita saudades.,
le_lelezinhajdjdnn,😢,
valeriabadaroolinto,Aaaah😢😢😢,
rita.prado.71,❤️❤️❤️,
claudiaduarte24,Hj ela teria quantos anos?,
gislene.luque.9,🥺🤍,
saudiinha_liima,Chorei 😢,
talvaniii,Parece que não é verdade 😢,
majuollive,❤️❤️❤️🙌,
elizabethdepaulabarbosa,😢❤️,
dorotirizzo,❤️❤️,
veragrazianilima,🥹🥹,
lanamfs,"Sua dor é minha dor também, pois sou mãe!",
lupereiracastro,😢😢😢😢,
l_iviialima,❤️❤️,
carm.alc,😭😭😭😭😭😭,
simonessantana3300,🥹🥹🥹,
cristiane.tavares.1238,Eterna Isabela ela sempre será lembrada,
fatimagfp,😢❤️,
debora_barboza,😢,
viviane.helena_,Dói a alma ver esse vídeo. Como ela era linda . Nos mães sofremos juntas contigo. Eterna isabela será sempre lembrada com amor e carinho ❤️,
silquiniar,❤️‍🩹❤️‍🩹❤️‍🩹💔🥹,
maya_luah,😢😢,
anali_rosa_de_carvalho,😢😢😢🙌🔥,
babyolhosverde,❤️😢,
kelly.martinss._,❤️,
silvaedirlenefernandes,❤️❤️❤️ amor que não se mede.,
adriane.lisboa,💔🥹🥹🥹,
aureahelena41,"Acompanhei todo seu sofrimento o caso Isabela chocou o mundo 😢Hoje moro numa pequena cidade que aconteceu o mesmo fato só muda que a mãe e padrasto,nunca imaginei isso acontecer aqui e tão perto de mim a nossa cidade estar de luto e queremos justiça por nosso pequeno José que foi assassinado pelo seu padrasto e suspeita que mãe tbm envolvida 🥺",
celia.3375,😢😢,
alexsandra.lemes.148,Me corta o coração. 😢,
jane.silva_2025,"A saudade fica o resto da vida mãezinha ,dizem que não tem dor maior que perder um filho mais eu perdi meu irmão fez um ano e meu coração ainda dói de saudades 😢",
leomar.bf.13,❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹,
eumanoela_teixeira,😢😢😢❤️❤️❤️,
mariaangelachaves,😍,
micarolsn,Aquele abraço que todas nós gostaríamos de dar! 😢,
sollange_fernades,Nada poderia comprar o amor delas. A dor se rasga em mim.. não me imagino no lugar dela. Tenho uma filha de 6 anos.,
mjmixjardim,Meus pais,
fabianamoraes892,me da uma dor no meu coração gente do céu nada substitui um filho jesua amado ❤️,
ferraracciomav,Anjinho❤️❤️,
nadjaferre,Era tão linda e tão meiguinha! 💖💖,
bramont_vani,😢😢,
gisele.alvesdeoliveira.39,Ela te abraça dos céus 😢,
o.rei.jesus.esta.vindo,Eterna👸,
vitorianabernardinoda,Inexplicável e inesquecível 😍🙌,
julliana.soaares,😢😢😢😢😢,
lucilene.42,❤️,
borgeslyandra,❤️‍🩹,
vilanny.nunes,❤️❤️❤️❤️❤️❤️❤️,
mariadasdores.carvalho.75,😭,
rejane.medeiros.15,😢😢😢😢,
biancarodriguesroggles,"Que lindas, queria vê mais.",
leslie_ferin,😢😢😢😢😢😢😢😢😢😢,
adryananunes11,❤️❤️❤️❤️,
mariagracaamparo,😢😢😢😢😢😢,
cheila_malandrin,😢😢😢,
estherr_f,"Eu nunca vi a Isa, nem você.. mas sinto tanto a partida dela, até hj. Que Deus te abrace! 🩷",
lihrussini,"Que tristeza sentimos,imagina você 😢que Deus conforte e te der forças sempre ❤️",
_natalia.cps,❤️💔,
eunacarla,É uma saudade tao grande 😢😢😢,
joelmannovais,❤️,
veronicalalves,😢😢😢😢,
adryananunes11,"Sinto essa dor como se fosse hoje, minha filha tem a mesma idade da Isa,na época não deixei mas ela ir pra casa do pai, quando comecei a deixar ir novamente só se fosse pra dormir com a vó,a casa do pai era sobrado eu não tinha paz nenhuma quando minha filha acordava na madrugada pedindo a mãe eu ia buscar na mesma hora pensa como fiquei com medo a dor dela foi a minha real,nunca irei esquecer esse Dia como doi😢",
socorrosilva2703,Era uma garotinha amada por todos nós 😢,
andreadeaa68,"Eu sei muito bem o que essa dor, sofro ela a 11 anos😢",
ericasouza_melissa,Tão lindo esse vídeo! Parece um abraço de reencontro depois depois de 17 anos de saudade...,
fernandavargas124,Ai cara me dá uma angústia 😢,
adilsonesandra14,❤️,
o.rei.jesus.esta.vindo,Um anjo que está te guiando e cuidando de vc lá do céu 🙌❤️,
dawanealencarl,Tirar o direito de uma mãe abraçar um filho deveria morrer podre na cadeia,
adelia.san,😢😢😢😢😢,
ericaginez,❤️❤️❤️❤️❤️,
marcia_spargoli,Que lindo 🥺🩷,
andersont._rodrigues,😢🤍,
jaquelinearruda1977,❤️,
_deny_sousa,😢 Bela,
binhacosta97,"A Isabela passou a ser um pouco filhas de muitas mulheres, essas que sentem a Dor da Ana Carolina, que Deus te abençoe sempre te sustentando essa mulher forte 🙏",
alessandrabarros._,😭😭💔,
lipesales5,Chega me emocionei😢,
drii_richart,😢❤️,
freireanac,"Chega a doer nosso coração, imagino pra vc, é difícil neh?",
valfcfreitas,😢😢😢😢,
raniele_rodriguesof,❤️❤️,
niceia_freitas,Não tem como não se emocionar😢,
joelma_jojo04,😢😢😢😢😢😢😢,
roseni.albuquerque.1,💔😥😥😥,
rosemeiregarzin,Nos sofremos muito.nunca será esquecida,
emiliapaolla,@anacarolinaoliveira_oficial que DEUS abençoe muito sua vida hj e sempre ❣️,
mariasuelysenameira,"Que bom que você tem tantas recordações, fotos, vídeos, eterna Isabela. 🥹❤️",
margarida_leals,😢,
emiliapaolla,E muito e mocionante 😢,
giselefernades,Lindas,
kaa_limaa,Eita abraço gostoso.❤️,
mariajosemeneses_,Que criança mais linda! 😭,
silvany.santos.31,Falta o ar ver esse tipo de vídeo.,
helpmaaria,Que linda e doce sua princesa Só Deus a te confortar! 🙏🏼🥰💔,
georgiamariah.adv,😢😢😢,
taniadiasmartins,❤️❤️❤️,
margaretealvessantos,😭😭😭😭😭❤️❤️❤️❤️,
babi_mazz,Nem sei o tamanho dessa dor. Que Deus possa te iluminar nessa trajetória,
biancabrito04,Lindas Para sempre em Nois no nosso coração até a outra vida na eternidade,
andressasheilla87,😢😢😢😢😢,
paty_vso,"Minha filha tem a mesma idade q ela teria hj , não tem como ser mãe e não sentir esse frio na alma ao lembrar desse triste acontecido,todas as mães sofreram e sofrem junto .",
mateus_lobo1997,😢😢😢,
kellezum,😍😍,
patrc3213,😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,
clnati.andrade,🥹❤️❤️❤️❤️,
anapaulamesquita26,Que sentimento gostoso um abraço de mãe e filha❤️❤️❤️,
mjoselia09,❤️❤️❤️❤️❤️❤️,
dynnealvesc,"Nunca vai ser esquecida pequena Isabella 👧🏻, que Deus todos dias possa confortar o coração dessa mãezinha @anacarolinaoliveira_oficial🙏🏿",
maura_3110,"Aí que lindo , emocionante ❤️😢",
lidiacampos1154,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🫠🫠🫠🫠🫠💥💥💥💥💥,
cleber_cipriano,Aí que dor 🤌🏾😔,
flaviakupper,Que vídeo lindo e ao mesmo tempo emocionante 👏🙌❤️,
expeditalimasilveira1260,E muito triste ver i saber que não está mais aki,
joyceriosofc,Que bom que vc tem essas imagens para matar a saudade. Embora tenha sido tão pouco tempo de presença física vc tem muitas imagens de recordação. 🥺,
mmaureajesus,"❤️Lindas!!, A Isabella Ta orgulhosa no Ceu!👧🏻❤💙❤",
creuza3995,"Que dor meu Deus!! Quando morre um filho, a mãe morre tbm ...😢",
thamaracairess_,😢😢😢😢😢,
leticiacostaferreira_,❤️,
erika_andreolli,🙌🙌🙌paz ✌️ amor caridade saudades eternas Isabela mãe rezem por nossos filhos livrai-nos do mal e dos inimigos 🙌🙌🙌❤️❤️,
natty.bittencourt,😢,
paulocalado321,"Eu não esqueço, quando ela morreu eu estava grávida de 6
Meses , eu senti uma dor tão grande, que até hoje quando vejo algo dela vem essa mesma dor no meu peito.😢😢😢",
